id,clasificacion,tipo_de_muestra,subtipo_de_muestra,analisis,naturaleza,unidades,cantidad_de_toma,tecnica,limite_maximo_permisible,NOM,UNIDADES_g_O_mL,Unidad,nom_Nombre,descripcion
403,PRODUCTO LÁCTEO,Leche y derivados lácteos,Leche en punto de venta,Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 mL:  AUSENCIA,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
404,PRODUCTO LÁCTEO,Leche y derivados lácteos,Leche en punto de venta,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 g:  AUSENCIA,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
405,PRODUCTO LÁCTEO,Leche y derivados lácteos,Leche en punto de venta,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 mL:  AUSENCIA,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
406,PRODUCTO LÁCTEO,Leche y derivados lácteos,Leche en punto de venta,Staphylococcus aureus,NORMATIVO,UFC/mL,300,NOM-210-SSA1-2014. Apéndice B Normativo. Método S. aureus.,≤ 10 UFC/mL por siembra directa,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
407,PRODUCTO LÁCTEO,Leche y derivados lácteos,Mezclas para helados,Coliformes totales,NORMATIVO,UFC/g,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,≤ 50 UFC/g,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
408,PRODUCTO LÁCTEO,Leche y derivados lácteos,Mezclas para helados,Coliformes totales,NORMATIVO,UFC/mL,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,≤ 50 UFC/mL,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
409,PRODUCTO LÁCTEO,Leche y derivados lácteos,Mezclas para helados,Levaduras,NORMATIVO,UFC/g,300,NOM-111-SSA1-1994. Método para la cuenta de mohos y levaduras en alimentos.,50 UFC/g,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
410,PRODUCTO LÁCTEO,Leche y derivados lácteos,Mezclas para helados,Levaduras,NORMATIVO,UFC/mL,300,NOM-111-SSA1-1994. Método para la cuenta de mohos y levaduras en alimentos.,50 UFC/mL,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
411,PRODUCTO LÁCTEO,Leche y derivados lácteos,Mezclas para helados,Mohos,NORMATIVO,UFC/g,300,NOM-111-SSA1-1994. Método para la cuenta de mohos y levaduras en alimentos.,50 UFC/g,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
412,PRODUCTO LÁCTEO,Leche y derivados lácteos,Mezclas para helados,Mohos,NORMATIVO,UFC/mL,300,NOM-111-SSA1-1994. Método para la cuenta de mohos y levaduras en alimentos.,50 UFC/mL,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
413,PRODUCTO LÁCTEO,Leche y derivados lácteos,Producto lácteo combinado que se emplee como materia prima para elaboración de quesos,Enterotoxinas estafilococcicas,,Negativo/ Positivo,300,"NOM-243-SSA1-2010. Apéndice B.15. Determinación de Enteretoxina Estafilocóccica, por el método de Elisa.",Negativo,NOM-243-SSA1-2010,,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
414,PRODUCTO LÁCTEO,Leche y derivados lácteos,Quesos,Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 g:  AUSENCIA,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
415,PRODUCTO LÁCTEO,Leche y derivados lácteos,Quesos,Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 mL:  AUSENCIA,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
416,PRODUCTO LÁCTEO,Leche y derivados lácteos,Quesos de suero,Coliformes totales,NORMATIVO,UFC/mL,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,≤ 100 UFC/g,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
417,PRODUCTO LÁCTEO,Leche y derivados lácteos,Quesos de suero,Coliformes totales,NORMATIVO,UFC/g,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,≤ 100 UFC/mL,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
418,PRODUCTO LÁCTEO,Leche y derivados lácteos,Quesos de suero,Levaduras,NORMATIVO,UFC/g,300,NOM-111-SSA1-1994. Método para la cuenta de mohos y levaduras en alimentos.,500 UFC/g,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
419,PRODUCTO LÁCTEO,Leche y derivados lácteos,Quesos de suero,Levaduras,NORMATIVO,UFC/mL,300,NOM-111-SSA1-1994. Método para la cuenta de mohos y levaduras en alimentos.,500 UFC/mL,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
420,PRODUCTO LÁCTEO,Leche y derivados lácteos,Quesos de suero,Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 g:  AUSENCIA,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
421,PRODUCTO LÁCTEO,Leche y derivados lácteos,Quesos de suero,Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 mL:  AUSENCIA,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
422,PRODUCTO LÁCTEO,Leche y derivados lácteos,Quesos de suero,Mohos,NORMATIVO,UFC/g,300,NOM-111-SSA1-1994. Método para la cuenta de mohos y levaduras en alimentos.,500 UFC/g,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
423,PRODUCTO LÁCTEO,Leche y derivados lácteos,Quesos de suero,Mohos,NORMATIVO,UFC/mL,300,NOM-111-SSA1-1994. Método para la cuenta de mohos y levaduras en alimentos.,500 UFC/mL,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
424,PRODUCTO LÁCTEO,Leche y derivados lácteos,Quesos de suero,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 g:  AUSENCIA,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
425,PRODUCTO LÁCTEO,Leche y derivados lácteos,Quesos de suero,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 mL:  AUSENCIA,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
426,PRODUCTO LÁCTEO,Leche y derivados lácteos,Quesos de suero,Staphylococcus aureus,NORMATIVO,UFC/g,300,NOM-210-SSA1-2014. Apéndice B Normativo. Método S. aureus.,1 000 UFC/g,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
427,PRODUCTO LÁCTEO,Leche y derivados lácteos,Quesos de suero,Vibrio cholerae,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,Vibrio cholerae en 50 g: AUSENCIA,NOM-243-SSA1-2010,,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
428,PRODUCTO LÁCTEO,Leche y derivados lácteos,Quesos envasados al vacío,Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 g:  AUSENCIA,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
429,PRODUCTO LÁCTEO,Leche y derivados lácteos,Quesos envasados al vacío,Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 mL:  AUSENCIA,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
430,PRODUCTO LÁCTEO,Leche y derivados lácteos,Quesos envasados al vacío,Toxina botulínica,NORMATIVO,Negativo/ Positivo,300,,Negativo,NOM-243-SSA1-2010,,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
